task_id,run_num,pipeline_index,accuracy,is_best,best_accuracy,correlation_with_best
2073,0,12,0.6778523489932886,False,0.7248322147651006,0.713891860011692
2073,0,13,0.6778523489932886,False,0.7248322147651006,0.7318476972497817
2073,0,14,0.6711409395973155,False,0.7248322147651006,0.5948174268650133
2073,0,15,0.6912751677852349,False,0.7248322147651006,0.7653704490309585
2073,0,16,0.6778523489932886,False,0.7248322147651006,0.6826224913772272
359954,1,0,0.6351351351351351,False,0.6621621621621622,0.9427415702160012
359954,1,1,0.6351351351351351,False,0.6621621621621622,0.9368553637548912
359954,1,2,0.6621621621621622,True,0.6621621621621622,1.0
359954,1,3,0.6351351351351351,False,0.6621621621621622,0.9614013277723904
359954,1,4,0.6351351351351351,False,0.6621621621621622,0.9480388021150922
359954,1,5,0.6621621621621622,False,0.6621621621621622,1.0
359954,1,6,0.6351351351351351,False,0.6621621621621622,0.9480388021150922
168784,14,0,0.841025641025641,False,0.8512820512820513,0.9704695737043244
168784,14,1,0.8512820512820513,True,0.8512820512820513,1.0
168784,14,2,0.8051282051282052,False,0.8512820512820513,0.8914721213631405
168784,14,3,0.8358974358974359,False,0.8512820512820513,0.958762557840288
168784,14,4,0.8102564102564103,False,0.8512820512820513,0.9047551930652952
168784,14,5,0.8051282051282052,False,0.8512820512820513,0.86791856741373
